id,class,segmentation
case9_day0_slice_0109,stomach,
case9_day0_slice_0110,large_bowel,31538 9 31896 13 32255 17 32614 20 32973 22 33332 25 33692 26 34052 26 34413 25 34773 25 35138 19 35499 16 35860 11 36221 9 36581 9 36609 3 36942 8 36967 6 37303 7 37326 8 37663 6 37685 9 38024 4 38044 10 38205 12 38403 11 38563 16 38761 13 38922 18 39119 15 39281 21 39478 16 39641 22 39838 15 40000 24 40198 13 40360 24 40557 12 40720 25 40917 12 41080 25 41277 11 41440 25 41637 11 41800 25 41997 11 42160 24 42357 10 42521 23 42717 10 42882 21 43077 9 43243 18 43438 7 43607 11
case9_day0_slice_0110,small_bowel,22448 5 22786 2 22807 7 23144 5 23167 7 23503 7 23526 8 23863 8 23886 8 23908 5 24222 9 24247 6 24267 6 24582 9 24608 4 24626 8 24942 9 24986 7 25007 4 25302 9 25346 7 25366 6 25663 7 25707 5 25726 7 26024 5 26068 3 26085 9 26373 4 26446 9 26731 8 26806 9 27090 10 27167 8 27449 11 27527 8 27809 12 27888 6 28168 13 28264 3 28528 13 28623 5 28888 13 28982 11 29248 13 29342 21 29608 13 29703 25 29968 13 30063 26 30328 13 30424 26 30688 12 30787 23 31047 13 31149 20 31407 12 31512 2 31516 12 31767 11 31877 10 32127 11 32237 10 32487 10 32597 8 32846 11 32957 7 33206 10 33316 7 33566 10 33676 6 33926 11 34036 6 34286 11 34396 6 34646 11 34756 5 35006 12 35032 6 35045 2 35117 4 35366 12 35390 8 35404 4 35725 13 35749 10 35763 5 36076 3 36085 14 36109 11 36122 6 36432 8 36445 14 36468 20 36791 10 36806 13 36828 20 37150 12 37166 13 37189 19 37509 13 37527 12 37549 18 37869 13 37888 11 37910 16 38229 14 38249 8 38270 15 38589 14 38612 3 38629 15 38949 14 38987 15 39310 14 39346 14 39670 14 39706 13 40030 14 40065 13 40391 13 40425 12 40751 13 40785 10 40841 10 41112 11 41145 9 41200 11 41473 10 41506 6 41558 14 41586 4 41834 8 41916 16 41943 9 42195 7 42275 18 42298 16 42635 41 42995 41 43281 5 43355 41 43640 7 43704 7 43715 41 43999 9 44062 10 44075 41 44350 3 44359 9 44421 35 44460 15 44709 4 44719 9 44781 34 44822 13 45069 4 45079 9 45141 33 45186 8 45429 4 45440 8 45501 21 45524 8 45548 5 45789 4 45800 8 45861 12 46160 8 46198 3 46221 12 46520 9 46557 7 46581 12 46880 9 46915 12 46942 10 47241 8 47273 16 47302 10 47601 8 47630 21 47662 9 47960 9 47988 25 48022 7 48320 9 48345 29 48381 7 48679 10 48703 32 48741 7 49036 13 49062 34 49101 7 49396 14 49421 15 49445 2 49449 9 49460 8 49756 14 49781 12 49811 17 50116 15 50140 11 50172 16 50476 17 50499 11 50533 15 50836 31 50894 13 51197 28 51254 13 51557 27 51615 11 51918 25 51977 9 52279 24 52341 3 52639 23 53000 21 53361 18 53723 13 54085 8 54448 2
case9_day0_slice_0110,stomach,
case9_day0_slice_0111,large_bowel,30810 3 31169 6 31529 7 31539 3 31544 2 31889 20 32249 23 32609 25 32969 27 33330 28 33691 27 34051 28 34411 28 34772 26 35133 25 35499 17 35860 13 36220 11 36581 10 36610 2 36942 8 36968 5 37303 7 37327 7 37664 5 37686 8 38025 3 38046 8 38205 13 38404 10 38563 17 38763 11 38923 18 39120 14 39282 20 39479 14 39642 21 39838 15 40001 23 40198 11 40361 24 40558 10 40721 24 40918 9 41081 24 41277 10 41441 24 41637 10 41801 24 41997 9 42162 23 42357 9 42523 21 42718 7 42884 19 43078 5 43246 15
case9_day0_slice_0111,small_bowel,22090 2 22449 5 22785 4 22808 7 23144 6 23167 8 23503 8 23527 8 23863 8 23887 8 23908 5 24222 9 24248 6 24267 7 24582 10 24609 4 24627 7 24942 9 24987 7 25303 8 25347 6 25367 5 25663 7 25707 6 25727 7 26013 4 26025 4 26068 3 26087 8 26371 9 26447 9 26729 12 26807 9 27089 12 27167 9 27448 14 27528 8 27808 14 27889 7 28167 15 28250 4 28527 15 28624 2 28887 15 28983 5 29247 15 29343 10 29358 4 29607 15 29703 22 29967 15 30063 25 30327 14 30424 25 30687 14 30786 23 31047 13 31148 21 31406 14 31511 17 31766 13 31877 10 32126 12 32237 9 32485 12 32597 8 32845 11 32957 7 33205 10 33317 6 33564 11 33676 6 33924 11 34036 6 34284 11 34396 6 34644 11 34676 2 34686 3 34756 6 35004 11 35033 7 35045 5 35116 5 35364 12 35391 10 35404 6 35476 5 35724 12 35750 20 35836 5 36084 13 36109 21 36197 4 36435 3 36444 14 36469 20 36558 2 36792 8 36805 14 36829 20 37151 10 37165 14 37190 18 37510 11 37526 13 37550 16 37870 12 37887 12 37910 15 38230 13 38248 11 38270 14 38590 13 38610 7 38630 13 38950 13 38989 12 39310 14 39347 11 39670 14 39707 10 40031 13 40066 10 40391 13 40426 9 40751 13 40785 9 40841 9 41112 12 41145 8 41199 12 41472 11 41506 6 41557 14 41586 4 41833 10 41867 3 41916 16 41945 8 42194 8 42275 17 42300 16 42556 5 42634 43 42918 1 42995 42 43355 42 43703 8 43715 41 44000 5 44062 11 44075 41 44360 7 44421 36 44459 16 44719 9 44781 34 44822 12 45080 8 45141 34 45185 8 45440 8 45501 17 45527 6 45549 2 45800 9 45861 13 46160 9 46198 2 46221 12 46521 8 46557 8 46581 12 46881 9 46915 12 46942 10 47241 9 47274 16 47302 10 47601 8 47633 19 47662 9 47961 8 47991 23 48021 9 48320 9 48348 27 48381 8 48678 12 48706 30 48740 9 49037 13 49064 33 49100 9 49397 14 49423 13 49445 24 49757 14 49782 11 49810 19 50117 15 50141 11 50171 18 50477 17 50500 10 50532 16 50837 31 50892 16 51198 27 51253 14 51558 26 51614 13 51919 25 51975 11 52280 23 52337 8 52640 22 53001 20 53363 15 53725 10 54088 3
case9_day0_slice_0111,stomach,
case9_day0_slice_0112,large_bowel,30810 3 31169 5 31528 8 31888 20 32248 23 32608 25 32968 27 33329 28 33690 28 34050 28 34411 27 34771 27 35132 25 35497 19 35859 16 36220 13 36581 12 36942 10 37303 8 37329 4 37664 7 37688 6 38025 5 38047 7 38206 13 38406 8 38564 17 38764 10 38923 19 39121 12 39283 20 39480 13 39642 21 39839 11 40002 22 40199 9 40362 22 40559 9 40721 24 40919 8 41082 23 41279 8 41442 24 41639 7 41803 24 41999 6 42164 24 42359 5 42525 24 42720 3 42887 22 43265 5 43626 4 43987 4 44348 3 44709 2 45070 1
case9_day0_slice_0112,small_bowel,22090 4 22449 6 22785 5 22808 8 23144 7 23167 9 23503 8 23527 9 23863 9 23888 8 23909 5 24223 9 24248 7 24268 6 24583 9 24609 5 24628 7 24943 9 24987 8 25303 8 25348 6 25370 1 25653 5 25664 6 25708 6 25729 6 26011 10 26026 2 26069 3 26088 8 26369 13 26448 9 26729 13 26808 9 27088 15 27168 10 27447 16 27529 11 27807 16 27889 12 28167 16 28250 12 28527 16 28615 7 28887 16 28977 6 29246 17 29338 5 29344 6 29358 4 29606 16 29700 1 29703 10 29716 7 29966 16 30064 21 30326 15 30424 24 30685 16 30786 22 31044 16 31147 21 31404 15 31510 18 31763 16 31873 14 32123 15 32236 10 32483 14 32597 8 32843 12 32957 7 33202 12 33317 6 33562 12 33677 5 33922 11 33967 2 34036 6 34282 11 34318 2 34326 4 34396 6 34642 11 34676 5 34685 6 34756 6 35002 11 35033 9 35044 7 35116 6 35362 11 35392 19 35476 5 35722 12 35751 20 35836 5 36083 12 36110 20 36196 5 36443 14 36470 19 36557 3 36793 6 36804 14 36830 18 37152 8 37164 14 37191 16 37511 10 37525 14 37551 15 37871 11 37886 13 37911 13 38231 11 38247 12 38271 12 38591 12 38608 10 38630 11 38951 12 38971 6 38989 9 39311 12 39348 9 39671 12 39708 8 40031 12 40067 9 40391 12 40426 9 40483 3 40752 11 40786 8 40840 10 41112 11 41146 7 41199 12 41472 11 41506 6 41557 14 41586 6 41833 9 41867 4 41915 17 41945 10 42194 8 42275 17 42301 15 42555 7 42634 20 42658 18 42916 5 42995 41 43348 2 43355 41 43704 8 43715 40 44063 10 44075 40 44422 52 44721 6 44782 34 44821 12 45081 8 45141 20 45165 10 45184 8 45440 10 45501 16 45529 4 45801 10 45861 14 46161 10 46221 13 46521 10 46558 5 46582 11 46882 9 46917 10 46942 10 47242 9 47276 13 47302 10 47601 11 47636 15 47662 9 47961 11 47995 18 48021 9 48320 12 48354 21 48381 8 48678 15 48713 23 48740 9 49038 15 49072 26 49099 10 49398 16 49430 5 49445 24 49758 16 49789 4 49809 20 50118 17 50146 5 50170 19 50478 20 50504 6 50531 17 50839 29 50891 17 51199 27 51252 16 51560 25 51613 14 51921 23 51974 13 52281 23 52335 10 52642 21 53004 17 53367 11
case9_day0_slice_0112,stomach,
case9_day0_slice_0113,large_bowel,30811 1 31169 5 31528 7 31888 11 31902 4 32248 19 32608 19 32968 19 33328 20 33354 3 33689 20 33713 5 34050 28 34410 28 34771 27 35131 26 35492 24 35858 17 36220 14 36581 12 36942 11 37303 9 37664 7 37690 2 38025 5 38049 4 38207 13 38385 4 38407 7 38566 16 38765 8 38925 17 39122 11 39284 19 39481 11 39643 20 39840 10 40003 21 40200 8 40363 21 40560 8 40723 22 40920 7 41083 22 41280 6 41443 23 41640 6 41804 23 42000 4 42165 23 42361 2 42527 22 42895 14 43257 3 43263 5
case9_day0_slice_0113,small_bowel,22090 6 22449 8 22785 5 22808 10 23144 7 23168 10 23504 8 23528 10 23863 9 23888 10 23910 4 24223 10 24249 8 24269 6 24584 8 24610 6 24629 7 24944 8 24972 1 24988 8 25293 5 25304 7 25348 8 25651 10 25665 5 25709 6 26010 12 26069 5 26091 4 26369 14 26450 6 26728 15 26810 7 27088 16 27170 8 27447 17 27530 8 27807 16 27890 10 28167 16 28251 10 28527 16 28613 9 28886 17 28975 8 29246 16 29336 7 29345 4 29606 16 29698 4 29704 7 29717 5 29965 16 30064 10 30075 8 30325 15 30425 19 30685 14 30786 21 31045 14 31147 21 31404 14 31509 19 31764 13 31872 15 32124 13 32234 12 32484 12 32595 11 32843 13 32956 9 33203 12 33316 7 33563 12 33607 4 33676 6 33922 12 33958 4 33966 6 34036 6 34282 12 34317 6 34325 7 34396 5 34642 12 34675 17 34756 6 35002 12 35034 18 35116 6 35362 12 35393 19 35476 6 35722 12 35752 19 35836 6 36082 13 36112 18 36196 6 36443 13 36472 17 36556 5 36795 2 36803 14 36832 15 36916 5 37153 6 37164 14 37192 14 37277 3 37513 7 37525 13 37551 14 37872 9 37885 13 37911 12 38232 10 38246 12 38271 8 38592 10 38607 11 38630 8 38952 10 38969 8 38989 8 39312 11 39332 2 39349 8 39672 11 39708 8 40032 11 40068 8 40392 11 40427 8 40483 3 40752 11 40787 8 40840 9 41112 11 41146 8 41199 11 41227 2 41472 11 41506 7 41557 14 41586 7 41832 10 41867 5 41916 16 41944 10 42193 9 42275 18 42302 13 42555 7 42635 19 42659 16 42916 5 42995 40 43348 2 43356 38 43705 7 43716 37 44064 9 44075 38 44423 49 44723 5 44783 33 44821 10 45082 9 45142 18 45167 8 45186 3 45442 12 45502 15 45802 14 45862 14 46162 15 46222 13 46522 27 46582 12 46882 29 46942 11 47242 29 47302 9 47602 29 47662 9 47961 30 48011 1 48022 8 48321 29 48370 5 48381 8 48681 28 48730 6 48740 9 49041 23 49090 8 49099 10 49400 21 49449 20 49760 18 49809 20 50119 20 50170 19 50480 22 50505 4 50530 18 50840 28 50891 17 51201 26 51251 17 51561 25 51612 15 51922 24 51973 14 52284 21 52334 11 52646 18 52698 2 53008 15 53372 6
case9_day0_slice_0113,stomach,
case9_day0_slice_0114,large_bowel,31533 3 31892 7 31902 4 32251 17 32610 19 32968 21 33328 21 33688 22 34049 22 34409 26 34770 26 35131 25 35491 25 35853 3 35857 19 36219 17 36581 14 36942 12 37303 9 37663 8 38024 5 38208 12 38386 1 38566 16 38765 2 38925 17 39123 5 39284 19 39482 6 39644 19 39841 7 40003 21 40201 7 40363 21 40561 6 40723 21 40921 5 41084 20 41281 4 41445 20 41641 3 41806 19 42001 2 42168 16 42537 6
case9_day0_slice_0114,small_bowel,22092 6 22428 1 22450 9 22786 5 22810 10 23145 7 23169 12 23505 8 23529 12 23864 9 23889 12 23911 4 24224 9 24250 10 24270 7 24585 8 24611 8 24630 8 24945 7 24989 9 25293 7 25305 7 25349 9 25651 11 25667 3 25710 7 26010 13 26071 5 26369 15 26729 15 27088 16 27448 16 27808 16 27897 2 28167 16 28256 10 28527 16 28615 13 28886 16 28975 14 29246 15 29336 15 29605 15 29697 15 29965 14 30062 11 30077 5 30325 13 30424 19 30685 13 30786 19 31044 13 31147 20 31404 13 31509 18 31764 12 31871 16 32124 12 32232 14 32484 11 32594 12 32843 12 32954 11 33203 12 33241 2 33248 3 33314 10 33563 11 33598 7 33606 6 33674 8 33923 11 33957 16 34034 7 34282 12 34316 17 34394 7 34642 11 34675 18 34755 6 35002 11 35035 18 35115 6 35362 11 35395 17 35475 6 35722 12 35755 16 35835 6 36082 12 36115 15 36195 6 36443 12 36475 14 36555 6 36803 13 36835 12 36915 5 37164 13 37196 10 37275 5 37515 4 37524 13 37558 5 37635 5 37874 6 37885 13 37994 6 38234 7 38246 11 38274 3 38354 6 38593 9 38607 10 38632 6 38714 5 38953 9 38969 7 38991 7 39074 5 39313 10 39332 1 39351 7 39434 4 39673 10 39710 9 39794 4 40033 11 40070 9 40393 12 40430 9 40753 12 40789 10 40841 8 41114 11 41149 9 41199 11 41225 6 41474 11 41509 9 41557 14 41584 9 41834 11 41869 8 41916 16 41942 11 42195 9 42229 7 42276 16 42301 13 42556 7 42590 5 42636 18 42658 15 42919 2 42950 4 42996 36 43348 2 43356 36 43706 6 43717 34 44064 10 44076 35 44424 46 44726 2 44783 19 44807 9 44822 6 45084 7 45143 17 45171 4 45444 13 45503 15 45804 15 45862 14 46163 18 46221 14 46523 19 46580 14 46883 31 46939 13 47243 31 47298 13 47602 32 47657 13 47961 32 48017 12 48321 32 48375 14 48680 33 48732 17 49040 17 49058 14 49092 17 49400 16 49427 4 49451 18 49760 15 49811 18 50121 15 50171 17 50481 25 50530 18 50842 26 50890 18 51203 25 51250 17 51563 25 51611 16 51925 22 51972 14 52286 20 52334 8 52648 17 53010 13
case9_day0_slice_0114,stomach,
case9_day0_slice_0115,large_bowel,31893 5 32251 17 32610 19 32968 21 33327 23 33687 23 34048 23 34409 25 34769 27 35130 26 35491 26 35852 26 36219 19 36581 18 36942 17 37303 15 37664 14 38025 4 38035 1 38209 6 38218 1 38567 14 38926 16 39285 18 39644 19 40004 19 40364 19 40724 20 41085 19 41446 17 41808 15 42178 4
case9_day0_slice_0115,small_bowel,22094 6 22427 4 22453 9 22786 6 22811 12 23145 8 23171 12 23505 8 23531 13 23865 9 23891 13 23913 2 24225 9 24252 11 24272 6 24585 8 24613 10 24631 8 24936 2 24946 7 24976 5 24991 8 25293 7 25306 6 25351 8 25651 11 25668 2 25711 8 26010 13 26072 7 26370 14 26434 3 26729 15 27089 16 27448 17 27808 16 27896 2 28167 17 28255 8 28527 16 28614 13 28886 16 28974 14 29246 14 29335 15 29606 13 29696 16 29965 13 30008 8 30058 2 30061 12 30077 4 30325 12 30367 12 30424 18 30685 12 30726 14 30785 19 31044 13 31085 15 31147 18 31404 12 31444 16 31508 18 31764 12 31804 6 31812 7 31869 17 32124 11 32163 6 32231 15 32484 10 32521 8 32592 14 32843 11 32880 12 32953 12 33203 10 33239 14 33313 11 33563 10 33598 15 33674 9 33923 9 33957 17 34034 8 34283 9 34316 18 34394 7 34642 10 34676 18 34754 7 35002 10 35036 17 35114 7 35362 10 35396 16 35474 7 35722 11 35756 15 35834 7 36082 12 36116 14 36195 5 36443 12 36476 13 36555 5 36803 13 36836 11 36915 5 37163 13 37197 8 37274 6 37524 12 37559 3 37634 6 37885 12 37994 6 38236 4 38246 10 38275 3 38353 7 38595 6 38607 9 38633 6 38713 7 38955 7 38970 4 38992 7 39073 7 39315 8 39351 8 39433 6 39675 9 39711 9 39794 5 40035 10 40071 9 40155 3 40395 11 40430 10 40755 11 40790 10 40864 6 41115 11 41150 9 41200 8 41222 10 41476 10 41510 8 41558 12 41581 12 41837 8 41870 7 41917 13 41939 14 42198 7 42230 6 42276 15 42298 15 42559 4 42591 4 42636 17 42656 16 42952 2 42996 35 43349 1 43357 34 43706 6 43717 33 44065 9 44076 34 44424 19 44447 22 44726 1 44783 19 44810 6 44821 6 45085 5 45143 17 45172 3 45444 14 45503 15 45804 15 45863 14 46164 16 46223 12 46523 18 46583 10 46883 19 46912 4 46943 8 47242 21 47266 10 47303 7 47602 34 47659 10 47961 34 48017 12 48321 34 48375 14 48681 33 48733 16 49041 32 49093 16 49402 16 49420 12 49452 17 49762 15 49788 3 49812 16 50122 16 50173 15 50483 23 50533 15 50844 24 50893 15 51204 24 51253 15 51565 22 51613 15 51926 20 51974 14 52288 18 52336 3 52649 16 53013 9
case9_day0_slice_0115,stomach,
case9_day0_slice_0116,large_bowel,32251 15 32610 18 32969 20 33328 21 33688 22 34048 22 34409 24 34770 26 35130 27 35491 26 35852 26 36218 21 36580 19 36942 17 37303 15 37664 14 38027 1 38034 3 38211 2 38567 13 38926 15 39285 17 39644 18 40004 19 40364 19 40724 19 41085 18 41447 15
case9_day0_slice_0116,small_bowel,22097 4 22428 4 22455 8 22787 7 22814 10 23146 8 23173 12 23506 9 23533 12 23866 9 23893 13 24226 9 24254 12 24274 4 24586 8 24615 11 24633 6 24936 3 24947 7 24976 9 24992 8 25293 8 25308 5 25352 8 25652 11 25713 7 26011 13 26073 7 26370 15 26435 5 26729 16 27089 17 27449 17 27808 17 27896 1 28168 17 28254 7 28527 17 28613 12 28886 16 28973 15 29246 14 29334 16 29606 13 29648 9 29695 17 29965 13 30007 13 30063 9 30325 13 30366 16 30424 10 30437 3 30685 13 30725 18 30786 16 31045 12 31084 20 31146 17 31405 12 31444 20 31507 18 31764 12 31803 22 31868 17 32124 11 32161 24 32229 17 32484 10 32520 26 32591 14 32844 9 32880 16 32898 8 32952 13 33203 9 33239 16 33259 6 33313 11 33563 9 33598 17 33619 5 33673 10 33923 9 33958 16 33980 3 34034 8 34283 8 34317 17 34394 8 34643 8 34676 18 34754 7 35002 9 35036 18 35114 7 35362 10 35396 17 35474 7 35722 10 35756 16 35834 7 36082 11 36116 14 36194 7 36443 11 36477 11 36554 7 36803 12 36837 9 36914 6 37163 12 37197 7 37274 6 37524 12 37557 6 37634 6 37885 11 37917 6 37993 7 38246 9 38276 6 38353 7 38598 4 38608 6 38634 8 38713 7 38958 6 38994 8 39072 8 39317 8 39353 9 39420 20 39676 10 39713 8 39780 19 40036 10 40073 8 40139 19 40396 10 40433 7 40499 18 40756 10 40793 7 40859 17 41117 9 41153 6 41219 16 41477 9 41513 5 41560 8 41578 16 41838 7 41873 4 41917 12 41938 15 42200 4 42234 2 42277 13 42297 15 42636 16 42656 15 42997 33 43357 32 43707 5 43717 30 44065 9 44077 7 44086 19 44366 10 44424 19 44449 15 44725 13 44784 18 44810 6 44820 3 45085 14 45143 18 45172 3 45445 15 45503 17 45804 16 45836 3 45863 14 46164 16 46195 5 46223 12 46524 17 46554 6 46583 9 46883 18 46913 7 46943 8 47243 19 47270 9 47303 8 47603 20 47624 14 47662 10 47963 34 48018 14 48323 33 48376 16 48683 32 48733 19 49044 30 49093 19 49404 15 49421 12 49452 20 49765 14 49783 2 49788 3 49812 19 50125 16 50172 18 50485 21 50532 16 50846 21 50892 16 51207 20 51253 15 51568 18 51613 15 51929 17 51975 12 52290 15 52654 9
case9_day0_slice_0116,stomach,
case9_day0_slice_0117,large_bowel,
case9_day0_slice_0117,small_bowel,
case9_day0_slice_0117,stomach,
case9_day0_slice_0118,large_bowel,
case9_day0_slice_0118,small_bowel,
case9_day0_slice_0118,stomach,
case9_day0_slice_0119,large_bowel,
case9_day0_slice_0119,small_bowel,
case9_day0_slice_0119,stomach,
case9_day0_slice_0120,large_bowel,
case9_day0_slice_0120,small_bowel,
case9_day0_slice_0120,stomach,
case9_day0_slice_0121,large_bowel,
case9_day0_slice_0121,small_bowel,
case9_day0_slice_0121,stomach,
case9_day0_slice_0122,large_bowel,
case9_day0_slice_0122,small_bowel,
case9_day0_slice_0122,stomach,
case9_day0_slice_0123,large_bowel,
case9_day0_slice_0123,small_bowel,
case9_day0_slice_0123,stomach,
case9_day0_slice_0124,large_bowel,
case9_day0_slice_0124,small_bowel,
case9_day0_slice_0124,stomach,
case9_day0_slice_0125,large_bowel,
case9_day0_slice_0125,small_bowel,
case9_day0_slice_0125,stomach,
case9_day0_slice_0126,large_bowel,
case9_day0_slice_0126,small_bowel,
case9_day0_slice_0126,stomach,
case9_day0_slice_0127,large_bowel,
case9_day0_slice_0127,small_bowel,
case9_day0_slice_0127,stomach,
case9_day0_slice_0128,large_bowel,
case9_day0_slice_0128,small_bowel,
case9_day0_slice_0128,stomach,
case9_day0_slice_0129,large_bowel,
case9_day0_slice_0129,small_bowel,
case9_day0_slice_0129,stomach,
case9_day0_slice_0130,large_bowel,
case9_day0_slice_0130,small_bowel,
case9_day0_slice_0130,stomach,
case9_day0_slice_0131,large_bowel,
case9_day0_slice_0131,small_bowel,
case9_day0_slice_0131,stomach,
case9_day0_slice_0132,large_bowel,
case9_day0_slice_0132,small_bowel,
case9_day0_slice_0132,stomach,
case9_day0_slice_0133,large_bowel,
case9_day0_slice_0133,small_bowel,
case9_day0_slice_0133,stomach,
case9_day0_slice_0134,large_bowel,
case9_day0_slice_0134,small_bowel,
case9_day0_slice_0134,stomach,
case9_day0_slice_0135,large_bowel,
case9_day0_slice_0135,small_bowel,
case9_day0_slice_0135,stomach,
case9_day0_slice_0136,large_bowel,
case9_day0_slice_0136,small_bowel,
case9_day0_slice_0136,stomach,
case9_day0_slice_0137,large_bowel,
case9_day0_slice_0137,small_bowel,
case9_day0_slice_0137,stomach,
case9_day0_slice_0138,large_bowel,
case9_day0_slice_0138,small_bowel,
case9_day0_slice_0138,stomach,
case9_day0_slice_0139,large_bowel,
case9_day0_slice_0139,small_bowel,
case9_day0_slice_0139,stomach,
case9_day0_slice_0140,large_bowel,
case9_day0_slice_0140,small_bowel,
case9_day0_slice_0140,stomach,
case9_day0_slice_0141,large_bowel,
case9_day0_slice_0141,small_bowel,
case9_day0_slice_0141,stomach,
case9_day0_slice_0142,large_bowel,
case9_day0_slice_0142,small_bowel,
case9_day0_slice_0142,stomach,
case9_day0_slice_0143,large_bowel,
case9_day0_slice_0143,small_bowel,
case9_day0_slice_0143,stomach,
case9_day0_slice_0144,large_bowel,
case9_day0_slice_0144,small_bowel,
case9_day0_slice_0144,stomach,
case6_day24_slice_0001,large_bowel,
case6_day24_slice_0001,small_bowel,
case6_day24_slice_0001,stomach,
case6_day24_slice_0002,large_bowel,
case6_day24_slice_0002,small_bowel,
case6_day24_slice_0002,stomach,
case6_day24_slice_0003,large_bowel,
case6_day24_slice_0003,small_bowel,
case6_day24_slice_0003,stomach,
case6_day24_slice_0004,large_bowel,
case6_day24_slice_0004,small_bowel,
case6_day24_slice_0004,stomach,
case6_day24_slice_0005,large_bowel,
case6_day24_slice_0005,small_bowel,
case6_day24_slice_0005,stomach,
case6_day24_slice_0006,large_bowel,
case6_day24_slice_0006,small_bowel,
case6_day24_slice_0006,stomach,
case6_day24_slice_0007,large_bowel,
case6_day24_slice_0007,small_bowel,
case6_day24_slice_0007,stomach,
case6_day24_slice_0008,large_bowel,
case6_day24_slice_0008,small_bowel,
case6_day24_slice_0008,stomach,
case6_day24_slice_0009,large_bowel,
case6_day24_slice_0009,small_bowel,
case6_day24_slice_0009,stomach,
case6_day24_slice_0010,large_bowel,
case6_day24_slice_0010,small_bowel,
case6_day24_slice_0010,stomach,
case6_day24_slice_0011,large_bowel,
case6_day24_slice_0011,small_bowel,
case6_day24_slice_0011,stomach,
case6_day24_slice_0012,large_bowel,
case6_day24_slice_0012,small_bowel,
case6_day24_slice_0012,stomach,
case6_day24_slice_0013,large_bowel,
case6_day24_slice_0013,small_bowel,
case6_day24_slice_0013,stomach,
case6_day24_slice_0014,large_bowel,
case6_day24_slice_0014,small_bowel,
case6_day24_slice_0014,stomach,
case6_day24_slice_0015,large_bowel,
case6_day24_slice_0015,small_bowel,
case6_day24_slice_0015,stomach,
case6_day24_slice_0016,large_bowel,
case6_day24_slice_0016,small_bowel,
case6_day24_slice_0016,stomach,
case6_day24_slice_0017,large_bowel,
case6_day24_slice_0017,small_bowel,
case6_day24_slice_0017,stomach,
case6_day24_slice_0018,large_bowel,
case6_day24_slice_0018,small_bowel,
case6_day24_slice_0018,stomach,
case6_day24_slice_0019,large_bowel,
case6_day24_slice_0019,small_bowel,
case6_day24_slice_0019,stomach,
case6_day24_slice_0020,large_bowel,
case6_day24_slice_0020,small_bowel,
case6_day24_slice_0020,stomach,
case6_day24_slice_0021,large_bowel,
case6_day24_slice_0021,small_bowel,
case6_day24_slice_0021,stomach,
case6_day24_slice_0022,large_bowel,
case6_day24_slice_0022,small_bowel,
case6_day24_slice_0022,stomach,
case6_day24_slice_0023,large_bowel,
case6_day24_slice_0023,small_bowel,
case6_day24_slice_0023,stomach,
case6_day24_slice_0024,large_bowel,
case6_day24_slice_0024,small_bowel,
case6_day24_slice_0024,stomach,
case6_day24_slice_0025,large_bowel,
case6_day24_slice_0025,small_bowel,
case6_day24_slice_0025,stomach,
case6_day24_slice_0026,large_bowel,
case6_day24_slice_0026,small_bowel,
case6_day24_slice_0026,stomach,
case6_day24_slice_0027,large_bowel,
case6_day24_slice_0027,small_bowel,
case6_day24_slice_0027,stomach,
case6_day24_slice_0028,large_bowel,
case6_day24_slice_0028,small_bowel,
case6_day24_slice_0028,stomach,
case6_day24_slice_0029,large_bowel,
case6_day24_slice_0029,small_bowel,
case6_day24_slice_0029,stomach,
case6_day24_slice_0030,large_bowel,
case6_day24_slice_0030,small_bowel,
case6_day24_slice_0030,stomach,
case6_day24_slice_0031,large_bowel,
case6_day24_slice_0031,small_bowel,
case6_day24_slice_0031,stomach,
case6_day24_slice_0032,large_bowel,
case6_day24_slice_0032,small_bowel,
case6_day24_slice_0032,stomach,
case6_day24_slice_0033,large_bowel,
case6_day24_slice_0033,small_bowel,
case6_day24_slice_0033,stomach,
case6_day24_slice_0034,large_bowel,
case6_day24_slice_0034,small_bowel,
case6_day24_slice_0034,stomach,
case6_day24_slice_0035,large_bowel,
case6_day24_slice_0035,small_bowel,
case6_day24_slice_0035,stomach,
case6_day24_slice_0036,large_bowel,
case6_day24_slice_0036,small_bowel,
case6_day24_slice_0036,stomach,
case6_day24_slice_0037,large_bowel,
case6_day24_slice_0037,small_bowel,
case6_day24_slice_0037,stomach,
case6_day24_slice_0038,large_bowel,
case6_day24_slice_0038,small_bowel,
case6_day24_slice_0038,stomach,
case6_day24_slice_0039,large_bowel,
case6_day24_slice_0039,small_bowel,
case6_day24_slice_0039,stomach,
case6_day24_slice_0040,large_bowel,
case6_day24_slice_0040,small_bowel,
case6_day24_slice_0040,stomach,
case6_day24_slice_0041,large_bowel,
case6_day24_slice_0041,small_bowel,
case6_day24_slice_0041,stomach,
case6_day24_slice_0042,large_bowel,
case6_day24_slice_0042,small_bowel,
case6_day24_slice_0042,stomach,
case6_day24_slice_0043,large_bowel,
case6_day24_slice_0043,small_bowel,
case6_day24_slice_0043,stomach,
case6_day24_slice_0044,large_bowel,
case6_day24_slice_0044,small_bowel,
case6_day24_slice_0044,stomach,
case6_day24_slice_0045,large_bowel,
case6_day24_slice_0045,small_bowel,
case6_day24_slice_0045,stomach,
case6_day24_slice_0046,large_bowel,
case6_day24_slice_0046,small_bowel,
case6_day24_slice_0046,stomach,
case6_day24_slice_0047,large_bowel,
case6_day24_slice_0047,small_bowel,
case6_day24_slice_0047,stomach,
